"Formatted ID","Name","Requirement","State","Priority","Owner","Schedule State","Iteration","Release","Tags","Accepted Date","Affected Customers","Affects Doc","Blocked","Blocked Reason","Closed Date","Display Color","Created By","Creation Date","Custom Date 1","Custom Date 2","Custom Field 1","Custom Field 2","Custom Field 3","Custom Field 4","Custom Field 5","Defect Category","Defect Test Phase","Description","Discussion","Environment","Expedite","Fault App Name","Fixed In Build","Flow State","Found In Build","Impacted Systems","In Progress Date","ITSM ID","Kanban State","Last Build","Last Run","Last Update Date","Milestones","MOSCOW Priority","Notes","Opened Date","Plan Estimate","Portfolio Item","Project","Ready","Release Note","Resolution","Resolution Summary","RFC NBR","Root Cause","Salesforce Case","Salesforce Case ID","Salesforce Case Number","Severity","Sub-Root Cause","Submitted By","Target Build","Target Date","Task Estimate Total","Task Status","Test Case","Test Case Status","Task Remaining Total","Verified In Build"
"DE672998","RR: Getting multiple desc list rows on each save on RR listing page","US5809433: Retesting of CRR defects","Closed","Normal","Jatin Kumar","Accepted","AXP 25.3.11","AXP PI 25.3","CRR_Deferred","07/22/2025 10:57 AM MST","","False","False","","07/22/2025 10:57 AM MST","#df1a7b","Jatin Kumar","06/02/2025 08:13 AM MST","","","","","","","","Code","SIT Test","STR:Go to Add Risk Rule windowGive Desc: jatin and other mandatory fieldsClick on save button and close dialog box (Repeat this step 4 times)Close Add Risk Rule TabGo to RR listing pageActual: You will see, 4 desc field rows are getting populated with same desc nameExpected: If we are adding RR and clicking on save, Even if we are clicking save button n number of times, Desc row should appear once on RR listing page","2","Test","False","Others","","Accepted","","","06/17/2025 11:24 PM MST","","","","","11/09/2025 10:05 PM MST","","","","","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Code Change","","","Custom Code Issue","","","","Major Problem","","Jatin Kumar","","06/23/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE673218","RR Advanced View: Not getting inline error message for mandatory LookBack field data input","US5809426: Automate Risk Rule Advanced View","Closed","Normal","Jatin Kumar","Accepted","AXP 25.2.10 IP","AXP PI 25.2","","06/09/2025 09:58 PM MST","","False","False","","06/09/2025 10:35 AM MST","#df1a7b","Jatin Kumar","06/03/2025 06:24 AM MST","","","","","","","","Code","SIT Test","STR:Go to Add Risk Rule WindowSwitch to Advanced View and 'Filter Conditions' inline error message getting displayed for custom rule conditionSelect Transaction Amount as Data PointGive inputs for Operator and Value field (Except giving input for Lookback (Month) field)Actual: With Operator and Value data Inputs, respective inline error message getting vanished without giving input for Lookback (Month) data field which is a mandatory one.Expected: If we are not giving any input for mandatory data field, then it should throw respective inline error message.""""Filter conditions referenced by 1 do not exist or are not valid.""""","2","Test","False","Others","","Accepted","","","06/03/2025 10:52 PM MST","","","","","11/09/2025 10:05 PM MST","","","","06/03/2025 10:52 PM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Code Change","","","Custom Code Issue","","","","Minor Problem","","Jatin Kumar","","06/09/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE673368","RR Advanced View: Getting incorrect custom rule condition result on adding Data Points with a switch case","US5822142: Inform user of Changes getting lost while switching from Advanced to Basic view in rule editing window","Closed","Normal","Jatin Kumar","Accepted","AXP 25.3.15 IP","AXP PI 25.3","CRR_Deferred","08/18/2025 09:06 AM MST","","False","False","","08/18/2025 09:06 AM MST","#df1a7b","Jatin Kumar","06/03/2025 08:44 PM MST","","","","","","","","Requirement","SIT Test","STR:Go to Add Risk RuleSwitch to Advanced view Switch to Basic view and Add 1 datapoint center code with mandatory input values on basic viewSwitch to Advanced view (You will see 1 in custom rule condition)Switch back to Basic viewAdd 1 more datapoint with mandatory inputs values on basic view (You will see 1 in custom rule condition instead of 1 AND 2)Actual: Getting incorrect custom rule condition result on adding Data Points with a switch case on performing above stepsExpected: Custom rule condition should follow display correct result on switching between basic and advanced view.If we are adding 2 data points in basic view, then it should display 1 AND 2 in advanced view.If we are adding 3 data points in basic view, then it should display 1 AND 2 AND 3 in advanced view. Note: Please do test for Edit Risk Rule while fixing this behaviour.","8","Test","False","Others","","Accepted","","","08/12/2025 11:44 AM MST","","","","","08/18/2025 09:06 AM MST","","","","08/12/2025 08:53 PM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Requirements","","","Requirements","","","","Major Problem","","Jatin Kumar","","08/15/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE674165","RR: Getting backend error on adding Risk Rule","US5809433: Retesting of CRR defects","Closed","High Attention","Jatin Kumar","Accepted","AXP 25.2.10 IP","AXP PI 25.2","","06/09/2025 09:58 PM MST","","False","False","","06/09/2025 10:58 AM MST","#df1a7b","Jatin Kumar","06/08/2025 10:14 PM MST","","","","","","","","Code","SIT Test","STR:Go to Add Risk RuleGive Mandatory fields (For Data Points : PFA)Actual: Getting backend error on adding new risk ruleError in network tab: Response Error:     """"error"""": """"JSON parse error: Instantiation of [simple type, class com.aexp.slpm.crr.controller.request.RuleSetRequest] value failed for JSON property country due to missing (therefore NULL) value for creator parameter country which is a non-nullable type"""".   (PFA for payloads and response) Expected: Should create new risk rule with valid and mandatory data inputs.","2","Test","False","Others","","Accepted","","","06/08/2025 10:19 PM MST","","","","","11/09/2025 10:05 PM MST","","","","","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Code Change","","","Custom Code Issue","","","","Major Problem","","Jatin Kumar","","06/09/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE674279","RR: Incorrect values displaying under Operation dropdown & decimal value input issue in Data Point field","US5809421: Test flow for Edit risk rule","Closed","Low","Jatin Kumar","Accepted","AXP 25.3.11","AXP PI 25.3","","07/22/2025 10:57 AM MST","","False","False","","07/22/2025 10:57 AM MST","#df1a7b","Jatin Kumar","06/09/2025 07:16 AM MST","","","","","","","","Environment","SIT Test","STR:Go to Add Risk RuleGo to basic view/advanced view Data pointCheck for operation field dropdownActual: Incorrect values getting displayed in Operation field dropdown and not able to put decimal after giving max 30 numeric valuesExpected: Default values of Operation dropdown should be disabled, only display Operator as default valueWe should be able to put decimal in between 30 numeric values","2","Test","False","Others","","Accepted","","","06/09/2025 07:17 AM MST","","","","","11/09/2025 10:05 PM MST","","","","06/09/2025 07:22 AM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Environment","","","Deployment Issue","","","","Minor Problem","","Jatin Kumar","","06/23/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE675168","RR: Not able to delete Risk Rules","US5865088: Test flow for Risk Rule Tab switching feature","Closed","Resolve Immediately","Jatin Kumar","Accepted","AXP 25.3.11","AXP PI 25.3","","07/22/2025 10:57 AM MST","","False","False","","07/22/2025 10:57 AM MST","#df1a7b","Jatin Kumar","06/12/2025 11:13 PM MST","","","","","","","","Code","SIT Test","STR:Create Risk RulesOpen setting window and save the detailsDelete created Risk RulesActual: Getting backend error on deleting respective rulesExpected: Risk rules should be deleted even after saving setting window details Current error : PFA and discussions","4","Test","False","Others","","Accepted","","","06/13/2025 12:32 AM MST","","","","","11/09/2025 10:05 PM MST","","","","06/17/2025 09:24 AM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Code Change","","","Custom Code Issue","","","","Major Problem","","Jatin Kumar","","06/23/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE675178","SW: Applicability not getting populated on selection","US5865087: Test and Automate Setting window","Closed","Normal","Satvik Jain","Accepted","AXP 25.3.12","AXP PI 25.3","","06/23/2025 06:49 PM MST","","False","False","","06/23/2025 06:49 PM MST","#df1a7b","Jatin Kumar","06/13/2025 12:26 AM MST","","","","","","","","Requirement","SIT Test","STR:Open setting windowSave with intermediaries applicabilityOpen again setting windowCheck All, uncheck All, uncheck Entity, uncheck IdentityActual: Checked Intermediaries is not getting displayed in Applicability field boxExpected: With any checked applicability, should be displayed in the Applicability field box","2","Test","False","Others","","Accepted","","","06/23/2025 06:49 PM MST","","","","","08/03/2025 10:32 PM MST","","","","","","","E_SLPM_ST15_CRR Rule Configuration","False","False","User Interface","","","Requirements","","","","Minor Problem","","Jatin Kumar","","07/07/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE675496","RE not getting deleted with deletion of linked RC under same assessment","US5865102: Retesting of CRR Defects","Closed","Normal","Jatin Kumar","Accepted","AXP 25.3.12","AXP PI 25.3","","07/07/2025 09:38 PM MST","","False","False","","06/26/2025 06:05 AM MST","#df1a7b","Jatin Kumar","06/16/2025 01:23 AM MST","","","","","","","","Code","SIT Test","STR:Create RA123, RC123 and RE123 under same assessmentDelete RC123Create again RC456 and go to Risk Element pageActual: Previous RE123 not getting deleted with deletion of RC123, and on deleting that RE123 getting backend errorExpected: Respective RE should also gets deleted with the linked RC","4","Test","False","Others","","Accepted","","","06/16/2025 12:04 PM MST","","","","","08/03/2025 10:32 PM MST","","","","06/20/2025 01:45 AM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Code Change","","","Custom Code Issue","","","","Major Problem","","Jatin Kumar","","07/07/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE676045","RR Advanced View: Not getting inline error message for mandatory LookBack field for multiple data inputs","US5865088: Test flow for Risk Rule Tab switching feature","Closed","Normal","SUNNY PANWAR","Accepted","AXP 25.3.12","AXP PI 25.3","","07/07/2025 09:38 PM MST","","False","False","","07/07/2025 02:04 AM MST","#df1a7b","Jatin Kumar","06/18/2025 12:12 AM MST","","","","","","","","Code","SIT Test","STR:Go to Add Risk Rule WindowSwitch to Advanced View and 'Filter Conditions' inline error message getting displayed for custom rule conditionSelect Cross Border Trans Amount/Bank Account Age as Data PointGive inputs for Operator and Value field (Except giving input for Lookback (Month) field)Actual: With Operator and Value data Inputs, respective inline error message getting vanished without giving input for Lookback (Month) data field which is a mandatory one (PFA for list in which LookBack mandatory field occurs)Expected: If we are not giving any input for mandatory data field, then it should throw respective inline error message and on giving lookback input, inline error message should be vanished.""""Filter conditions referenced by 1 do not exist or are not valid."""" ","8","Test","False","Others","","Accepted","","","06/23/2025 09:46 AM MST","","","","","08/03/2025 10:32 PM MST","","","","06/30/2025 05:08 AM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Code Change","","","Custom Code Issue","","","","Major Problem","","Jatin Kumar","","07/07/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE676172","RR: Incorrect Rule Details header and default text value for lookback field","US5865088: Test flow for Risk Rule Tab switching feature","Closed","Normal","Jatin Kumar","Accepted","AXP 25.3.11","AXP PI 25.3","","07/22/2025 10:57 AM MST","","False","False","","07/22/2025 10:57 AM MST","#df1a7b","Jatin Kumar","06/18/2025 08:56 AM MST","","","","","","","","Code","SIT Test","STR:Go to Add Risk Rule pageCheck Rule Details header and default text value for lookback fieldActual: Rules Details and default text value: Lookback (PFA)Expected: Rule Details and default text value: Month (PFA)","3","Test","False","Others","","Accepted","","","06/18/2025 04:04 PM MST","","","","","11/09/2025 10:05 PM MST","","","","06/19/2025 11:30 PM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","User Interface","","","Custom Code Issue","","","","Minor Problem","","Jatin Kumar","","06/23/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE677259","RR: Incorrect Applicability sequence on RR listing page on Saving All","US5895752: Test CRR RA-RR end to end functionalities","Closed","Normal","Jatin Kumar","Accepted","AXP 25.3.12","AXP PI 25.3","","07/07/2025 09:38 PM MST","","False","False","","07/07/2025 02:57 AM MST","#df1a7b","Jatin Kumar","06/24/2025 09:39 AM MST","","","","","","","","Code","SIT Test","STR: Go to Risk Rule listing page and create new RRGo to market setting windowCheck ALL and save itActual Sequence: Intermediaries, Individual, Entity, All (PFA)Expected Sequence: All, Entity, Individual, Intermediaries ","2","Test","False","Others","","Accepted","","","06/30/2025 05:24 AM MST","","","","","11/09/2025 10:05 PM MST","","","","06/30/2025 05:24 AM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Code Change","","","Custom Code Issue","","","","Minor Problem","","Jatin Kumar","","07/07/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE677261","Incorrect Risk Threshold layout","US5895752: Test CRR RA-RR end to end functionalities","Closed","Normal","Jatin Kumar","Accepted","AXP 25.3.12","AXP PI 25.3","","07/07/2025 09:38 PM MST","","False","False","","07/07/2025 03:31 AM MST","#df1a7b","Jatin Kumar","06/24/2025 09:46 AM MST","","","","","","","","Requirement","SIT Test","STR:Go to CRR tab and click on Risk Threshold buttonGo to Sandbox Tab and click on Edit Risk Threshold buttonActual: Incorrect Risk Threshold layout for both Risk Threshold and Edit Risk Threshold windowExpected: Risk Threshold layout should be as expected.","4","Test","False","Others","","Accepted","","","06/24/2025 12:41 PM MST","","","","","11/09/2025 10:05 PM MST","","","","06/26/2025 02:05 AM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","User Interface","","","Requirements","","","","Minor Problem","","Jatin Kumar","","07/07/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE677263","Incorrect alignment of Actions Column on RA, RC, RE, RR","US5895752: Test CRR RA-RR end to end functionalities","Closed","Low","Jatin Kumar","Accepted","AXP 25.3.12","AXP PI 25.3","","07/07/2025 09:38 PM MST","","False","False","","07/07/2025 03:25 AM MST","#df1a7b","Jatin Kumar","06/24/2025 09:51 AM MST","","","","","","","","Code","SIT Test","STR:Go to RA, RC, RE, RRLook for Actions columnActual: Actions column is not aligned with Edit and Delete or other action items (PFA)Expected: Actions column should be aligned with respective action Items","2","Test","False","Others","","Accepted","","","07/01/2025 07:02 AM MST","","","","","11/09/2025 10:05 PM MST","","","","07/01/2025 07:02 AM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","User Interface","","","Custom Code Issue","","","","Minor Problem","","Jatin Kumar","","07/07/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE677439","RR: Not displaying inline error message for dot input in value data field","US5895752: Test CRR RA-RR end to end functionalities","Closed","Normal","SUNNY PANWAR","Accepted","AXP 25.3.13","AXP PI 25.3","","07/16/2025 09:38 PM MST","","False","False","","07/08/2025 09:16 PM MST","#df1a7b","Jatin Kumar","06/25/2025 02:35 AM MST","","","","","","","","Requirement","SIT Test","STR:Go to Risk RuleSwitch to advanced modeSelect center code as data point and give inputs for operator: less than and value: .Actual: Taking dot as valid input and not throwing """"Filter conditions referenced by 1 do not exist or are not valid."""" inline error message and also enabling add & save button with dot inputExpected: Must display """"Filter conditions referenced by 1 do not exist or are not valid."""" inline error message and should disabled add button wuith dot input","4","Test","False","Others","","Accepted","","","06/29/2025 11:22 PM MST","","","","","08/03/2025 10:32 PM MST","","","","07/02/2025 08:07 AM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Requirements","","","Requirements","","","","Minor Problem","","Jatin Kumar","","07/21/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE677443","Risk Assessment Tooltip Discrepancy in Alignment","US5950004: Testing and Fixing of Previous Defects for CRR UI","Closed","Low","Jatin Kumar","Accepted","AXP 25.3.14","AXP PI 25.3","","08/04/2025 04:20 AM MST","","False","False","","08/04/2025 06:14 AM MST","#df1a7b","Jatin Kumar","06/25/2025 02:44 AM MST","","","","","","","","Requirement;Design","SIT Test","STR:Go to Risk assessment page and create one assessmentHover to view resultsActual: View Results is not aligned in centre AND if we click on 'view results' and 'copy tooltip', it shows as set or last visited tooltip, but then if we need to hover to other action tooltip it must vanish previously visited tooltip.Expected: View Results toop should be centre aligned and last visited tooltip should gets closed with hover to other action tooltip","4","Test","False","Others","","Accepted","","","07/30/2025 02:41 AM MST","","","","","08/04/2025 06:14 AM MST","","","","07/30/2025 02:41 AM MST","1.0","","E_SLPM_ST15_CRR Rule Configuration","False","False","User Interface","","","Configuration Issue","","","","Cosmetic","Change in Requirement","Jatin Kumar","","08/04/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE677800","Previously entered data points are cleared upon validation error for >100 entries in risk rule creation","US5895752: Test CRR RA-RR end to end functionalities","Closed","Low","SUNNY PANWAR","Accepted","AXP 25.3.12","AXP PI 25.3","","07/07/2025 09:38 PM MST","","False","False","","07/06/2025 10:23 PM MST","#df1a7b","SUNNY PANWAR","06/26/2025 08:04 AM MST","","","","","","","","Code","SIT Test","Description:When attempting to add more than 100 data points while creating a risk rule, the system correctly displays a validation error on the 101st entry. However, all 100 previously entered data points disappear from the UI once this error is triggered. Steps to Reproduce:Navigate to the Risk Rule Creation pageAdd 100 valid data pointsAttempt to add the 101st data pointObserve the behavior after the validation error is triggeredActual Result:All previously entered 100 data points are cleared from the form after the validation error is shown. Expected Result (as confirmed by Satvik):The first 100 data points should remain visible and editable in the form, even after the validation error is displayed for the 101st data point.","2","Test","False","Others","","Accepted","","","07/01/2025 08:58 AM MST","","","","","11/09/2025 10:05 PM MST","","","","07/01/2025 08:58 AM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Code Change","","","Custom Code Issue","","","","Crash/Data Loss","","SUNNY PANWAR","","07/07/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE677955","RR: Incorrect save/edited/deleted dialog message","US5895752: Test CRR RA-RR end to end functionalities","Closed","Low","Jatin Kumar","Accepted","AXP 25.3.13","AXP PI 25.3","","07/16/2025 09:38 PM MST","","False","False","","07/10/2025 05:23 AM MST","#df1a7b","Jatin Kumar","06/27/2025 01:00 AM MST","","","","","","","","Code","SIT Test","STR:Go to Risk Rule page and create new risk ruleEdit created risk rule and click on save.Delete created created risk ruleActual: Risk Rule was updated successfully.Risk rule was deleted successfully.Expected: Risk Rule was edited successfully.Risk Rule was deleted successfully.      Defects should be right-sized to be delivered within a Sprint/Iteration. Description: (Description of the Defect) <Enter your text here> Fault Product / Application: (Product / Application where the defect was identified) <Enter your text here> Other Product / Applications affected: (Other Product(s) / Application(s) impacted by the defect) <Enter your text here> Steps to Reproduce: (Short description on how to reproduce the defect) <Enter your text here> User Impact: (Approximate number of users impacted by this defect - if applicable) <Enter your text here> Impacted Market: (Indicate if the defect is observed for specific geography / market) <Enter your text here> ","2","Test","False","Others","","Accepted","","","07/02/2025 08:14 PM MST","","","","","08/03/2025 10:32 PM MST","","","","07/02/2025 08:14 PM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Requirements","","","Custom Code Issue","","","","Minor Problem","","Jatin Kumar","","07/21/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE678203","RA/RE: Incorrect headers for Add/Edit windows","US5921736: Test flow for Simulation version, implement  and roll back functionality","Closed","Low","Jatin Kumar","Accepted","AXP 25.3.13","AXP PI 25.3","","07/16/2025 09:38 PM MST","","False","False","","07/15/2025 01:52 AM MST","#df1a7b","Jatin Kumar","06/30/2025 03:20 AM MST","","","","","","","","Code","SIT Test","STR:Go to Sandbox tab and click on Add New(For Assessment) and look for window headerGo to Risk Element listing page and create one and look for window headerClick on Edit created Risk Element and look for window header Actual: PFAExpected:  For RA: Add Risk Assessment (Add Button)RA Windows: Add Risk Assessment and Edit Risk Assessment For RE Windows: Add Risk ElementEdit Risk ElementDefects should be right-sized to be delivered within a Sprint/Iteration. Description: (Description of the Defect) <Enter your text here> Fault Product / Application: (Product / Application where the defect was identified) <Enter your text here> Other Product / Applications affected: (Other Product(s) / Application(s) impacted by the defect) <Enter your text here> Steps to Reproduce: (Short description on how to reproduce the defect) <Enter your text here> User Impact: (Approximate number of users impacted by this defect - if applicable) <Enter your text here> Impacted Market: (Indicate if the defect is observed for specific geography / market) <Enter your text here> ","4","Test","False","Others","","Accepted","","","07/07/2025 02:12 AM MST","","","","","08/03/2025 10:32 PM MST","","","","07/10/2025 05:55 AM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","User Interface","","","Custom Code Issue","","","","Minor Problem","","Jatin Kumar","","07/21/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE678759","RR: Getting incorrect rule name in rule dropdown on giving spaces in Rule Name","US5950004: Testing and Fixing of Previous Defects for CRR UI","Closed","Normal","Jatin Kumar","Accepted","AXP 25.3.14","AXP PI 25.3","","07/31/2025 04:52 AM MST","","False","False","","07/31/2025 04:52 AM MST","#df1a7b","Jatin Kumar","07/02/2025 03:21 AM MST","","","","","","","","Code","SIT Test","STR: Go to Risk Rule page and add one risk rule with name:  y                                            e                                                sEdit created risk rule and click on rule dropdownActual: Spaces are not displaying under rule dropdown for rule name (PFA)Expected: Exact given rule name even with multiple spaces should be displayed         Defects should be right-sized to be delivered within a Sprint/Iteration. Description: (Description of the Defect) <Enter your text here> Fault Product / Application: (Product / Application where the defect was identified) <Enter your text here> Other Product / Applications affected: (Other Product(s) / Application(s) impacted by the defect) <Enter your text here> Steps to Reproduce: (Short description on how to reproduce the defect) <Enter your text here> User Impact: (Approximate number of users impacted by this defect - if applicable) <Enter your text here> Impacted Market: (Indicate if the defect is observed for specific geography / market) <Enter your text here> ","4","Test","False","Others","","Accepted","","","07/07/2025 02:21 AM MST","","","","","07/31/2025 08:25 AM MST","","","","07/22/2025 10:00 AM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Requirements","","","Requirements","","","","Minor Problem","","Jatin Kumar","","07/25/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE678844","RC/RE: Getting incorrect category/element name on breadcrumb","US5895752: Test CRR RA-RR end to end functionalities","Closed","Low","Jatin Kumar","Accepted","AXP 25.3.13","AXP PI 25.3","","07/16/2025 09:47 PM MST","","False","False","","07/10/2025 05:43 AM MST","#df1a7b","Jatin Kumar","07/02/2025 08:24 AM MST","","","","","","","","Code","SIT Test","STR:Go to RC or RE listing page and create new RC or REGive input name with multiple spaces: j                      a                  t         i         nClick on created RC/RE and check breadcrumbActual: Not showing spaces in breadcrumb for RC and RE (PFA)Expected: Should display exact name with even multiple spaces for RC and RE on breadcrumb    Defects should be right-sized to be delivered within a Sprint/Iteration. Description: (Description of the Defect) <Enter your text here> Fault Product / Application: (Product / Application where the defect was identified) <Enter your text here> Other Product / Applications affected: (Other Product(s) / Application(s) impacted by the defect) <Enter your text here> Steps to Reproduce: (Short description on how to reproduce the defect) <Enter your text here> User Impact: (Approximate number of users impacted by this defect - if applicable) <Enter your text here> Impacted Market: (Indicate if the defect is observed for specific geography / market) <Enter your text here> ","2","Test","False","Others","","Accepted","","","07/07/2025 07:34 AM MST","","","","","08/03/2025 10:32 PM MST","","","","07/03/2025 07:58 AM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","Code Change","","","Custom Code Issue","","","","Minor Problem","","Jatin Kumar","","07/21/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
"DE680717","Discrepancy for Tooltips of Actions buttons","US5977981: Defects fixing","Closed","Normal","Satvik Jain","Accepted","AXP 25.3.15 IP","AXP PI 25.3","CRR_Deferred","08/04/2025 11:04 AM MST","","False","False","","08/04/2025 04:16 AM MST","#df1a7b","Jatin Kumar","07/11/2025 03:30 AM MST","","","","","","","","Other","SIT Test","STR:Go to RA, RC, RE, RR listing pagesHover on each Actions Column functionality buttonActual: On hovering to Actions respective button, displaying 2 tooltipsExpected: On hovering, it should display a single tooltip i.e, in black box  Defects should be right-sized to be delivered within a Sprint/Iteration. Description: (Description of the Defect) <Enter your text here> Fault Product / Application: (Product / Application where the defect was identified) <Enter your text here> Other Product / Applications affected: (Other Product(s) / Application(s) impacted by the defect) <Enter your text here> Steps to Reproduce: (Short description on how to reproduce the defect) <Enter your text here> User Impact: (Approximate number of users impacted by this defect - if applicable) <Enter your text here> Impacted Market: (Indicate if the defect is observed for specific geography / market) <Enter your text here> ","3","Test","False","Others","","Accepted","","","07/16/2025 09:39 PM MST","","","","","08/04/2025 09:48 PM MST","","","","07/16/2025 09:39 PM MST","","","E_SLPM_ST15_CRR Rule Configuration","False","False","User Interface","","","Configuration Issue","","","","Minor Problem","","Jatin Kumar","","08/18/2025 12:00 AM MST","0.0","0 Defined, 0 In-Progress, 0 Completed, 0 Blocked","","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0",""
