"Formatted ID","Name","Notes","Feature","Discussion","Plan Estimate","Schedule State","Iteration","Description","Acceptance Criteria","Owner","Project","Creation Date","Accepted Date","Custom Field 3","Affected Customers","Blocked","Blocked Reason","Display Color","Components","Created By","Custom Development","Custom Field 1","Custom Field 2","Custom Field 4","Custom Field 5","Defect Status","Defects","Dependencies","Direct Children Count","DirectPassingTestCaseCount","Due Date","Enabler / Tech Debt","Estimated Value","Expedite","External ID","Flow State","HasParent","Impacted Systems","In Progress Date","ITSM ID","Kanban State","Last Build","Last Run","Last Update Date","Milestones","MOSCOW Priority","Parent","Portfolio Item","Ready","Release","Resolution","Salesforce Case","Tags","Task Estimate Total","Task Status","Test Case Status","Task Remaining Total","Total Direct Test Case Count","Virtual Release ID"
"US5484014","Discovery Github Actions - Deployment Pipeline","","Feature F714613: CRR - Infrastructure Procurement","0","5.0","Accepted","AXP 25.1.4","As a developer, I want to conduct a discovery of GitHub Actions for the deployment pipeline so that automated CI/CD pipelines can be established. ","Given deployment processes need to be automated,When the discovery phase for GitHub Actions is complete,Then the findings should define the deployment pipeline architecture.","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","01/15/2025 01:58 AM MST","03/17/2025 03:38 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","03/09/2025 09:26 PM MST","","","","","03/17/2025 03:38 AM MST","","","","Feature F714613: CRR - Infrastructure Procurement","False","AXP PI 25.1","","","","60.0","0 Defined, 0 In-Progress, 4 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5985091","Reference Data Preparation","","Feature F716837: CRR - Asset manager: User Friendly List Updates in E1","0","5.0","Accepted","AXP 25.4.16","AS A Compliance Analyst/Manager I WANT to have the reference data for asset manager readily available in the databaseSO THAT I can create new assets/use Existing assets/delete assets/update any asset. Master list table is needed  ","GIVEN that the reference data should be readily available in BackendWHEN asset manager related reference data is receivedTHEN all appropriate tables are created in Cloud SQL","Suprana Sengupta","E_SLPM_ST16_CRR Rule Execution","08/05/2025 12:41 AM MST","08/29/2025 02:01 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","08/19/2025 10:55 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F716837: CRR - Asset manager: User Friendly List Updates in E1","False","AXP PI 25.4","","","","24.0","0 Defined, 0 In-Progress, 1 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5995050","Converting POD data to POA format for Customer and Accounts Data using DAM ODL structure","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","0","3.0","Accepted","AXP 25.4.17","AS A Compliance Analyst/ManagerI WANT TO Convert POD data to POA format for Customer and Accounts Data using DAM ODL structureSO THAT the Data essential for risk scoring is present in POA  ","Converting POD data to POA format for Customer and Accounts Data using DAM ODL structure","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","08/06/2025 10:28 AM MST","09/09/2025 12:41 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","09/01/2025 10:44 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","False","AXP PI 25.4","","","","30.0","0 Defined, 0 In-Progress, 1 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5995038","Converting POD data to POA format for Risk Assessment using Cloud SQL DB Schema","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","0","3.0","Accepted","AXP 25.4.16","AS A Compliance Analyst/ManagerI WANT TO Convert POD data to POA format for Risk Assessment using Cloud SQL DB SchemaSO THAT the Data essential for risk scoring is present in POA  ","Converting POD data to POA format for Risk Assessment using Cloud SQL DB Schema","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","08/06/2025 10:26 AM MST","08/27/2025 10:06 PM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","08/19/2025 10:03 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","False","AXP PI 25.4","","","","30.0","0 Defined, 0 In-Progress, 1 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5904569","Deployment of Sandbox in E2","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","0","5.0","Accepted","AXP 25.4.20 IP","AS A Compliance Analyst/ManagerI WANT TO Deploy and test the Sandbox in E2 with Mock DataSO THAT the first Sandbox can be run successfully in the POA  ","GIVEN that the user wants to validate the CRR scores in Lift and Shift phase 1WHEN the simulation and CRR are run in E2 with Mock DataTHEN we are able to get a report of the CRR and Sandbox results in a downloadable formatTHEN they are able to monitor and assess the Risk scoring time for CRR and Various Sandboxes","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","06/26/2025 08:33 AM MST","10/27/2025 03:45 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","10/14/2025 01:44 AM MST","","","","","10/27/2025 03:45 AM MST","","","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","False","AXP PI 25.4","","","","72.0","0 Defined, 0 In-Progress, 7 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5992312","Integration of Rule Scoring with Asset Manager","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","0","3.0","Accepted","AXP 25.4.17","AS A Compliance Analyst/ManagerI WANT TO Use the Asset Manager Lists during Rule ScoringSO THAT Risk calculation can be done accurately","GIVEN that the user wants to use Asset Manager during Rule ScoringWHEN user uses an Asset in a ruleTHEN they should be able use the Values inside the rule for Rule execution  ","Suprana Sengupta","E_SLPM_ST16_CRR Rule Execution","08/06/2025 01:01 AM MST","09/15/2025 09:06 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","1","","","","False","","Accepted","False","","09/09/2025 03:07 PM MST","","","Asset manager logic integration for rule scoring","09/15/2025 08:51 AM MST","10/16/2025 10:01 AM MST","","","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","False","AXP PI 25.4","","","","24.0","0 Defined, 0 In-Progress, 3 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 1 Pass","0.0","1",""
"US5901766","Analysis & Design of Rule Scoring with Fundamental Assessment","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","0","2.0","Accepted","AXP 25.4.18","AS A Compliance Analyst/ManagerI WANT TO Use the Fundamental Assessment during Rule ScoringSO THAT Risk calculation can be done accurately for all types (Industry, Product, Structure, Geography, Acquisition Channel, Occupation)","GIVEN that the user wants to use Fundamental Assessment during Rule ScoringWHEN user selects multiplier type as Fundamental Assessment and selects an appropriate Fundamental assessmentTHEN they should be able use the Values of Multipliers from the specified Fundamental assessment correctly during Rule scoring GIVEN that the user wants to Incorporate FA Overrides set from UIWHEN risk scoring is done and an Override existsTHEN risk scoring should be completed based on the Overridden FA scores/multipliers ","Suprana Sengupta","E_SLPM_ST16_CRR Rule Execution","06/25/2025 06:14 AM MST","09/29/2025 10:35 PM MST","","","False","","#21a2e0","","Suprana Sengupta","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","09/17/2025 09:30 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","False","AXP PI 25.4","","","","24.0","0 Defined, 0 In-Progress, 2 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5992311","Integration of Rule Scoring with Fundamental Assessment","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","0","3.0","Accepted","AXP 25.4.18","AS A Compliance Analyst/ManagerI WANT TO Use the Fundamental Assessment during Rule ScoringSO THAT Risk calculation can be done accurately for all types (Industry, Product, Structure, Geography, Acquisition Channel, Occupation)","GIVEN that the user wants to use Fundamental Assessment during Rule ScoringWHEN user selects multiplier type as Fundamental Assessment and selects an appropriate Fundamental assessmentTHEN they should be able use the Values of Multipliers from the specified Fundamental assessment correctly during Rule scoring GIVEN that the user wants to Incorporate FA Overrides set from UIWHEN risk scoring is done and an Override existsTHEN risk scoring should be completed based on the Overridden FA scores/multipliers ","Suprana Sengupta","E_SLPM_ST16_CRR Rule Execution","08/06/2025 01:01 AM MST","09/29/2025 10:35 PM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","09/22/2025 09:45 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","False","AXP PI 25.4","","","","36.0","0 Defined, 0 In-Progress, 3 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5903961","Analysis & Design of Rule Scoring with Asset Manager","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","0","1.0","Accepted","AXP 25.4.17","AS A Compliance Analyst/ManagerI WANT TO Use the already created Assets during Rule ScoringSO THAT Risk calculation can be done easily and seamlessly","GIVEN that the user wants to use Centralized lists in CRR FrameworkWHEN they go have configured a rule using a SubList in the UITHEN they are able to complete the rule scoring from the UI configured Sublist correctly ","Suprana Sengupta","E_SLPM_ST16_CRR Rule Execution","06/26/2025 04:54 AM MST","09/15/2025 09:05 AM MST","","","False","","#21a2e0","","Suprana Sengupta","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","09/09/2025 03:07 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","False","AXP PI 25.4","","","","12.0","0 Defined, 0 In-Progress, 1 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US6027185","Expected vs Actual Result Comparison Script for CRR Rule Engine","","Feature F787106: 25.4: GCIP Test Automation","0","3.0","Accepted","AXP 25.4.18","AS A Compliance Analyst/ManagerI WANT TO build Expected vs Actual Result Comparison Script for CRR Rule EngineSO THAT we can compare the results  ","Expected vs Actual Result Comparison Script for CRR Rule Engine","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","08/13/2025 10:17 PM MST","09/29/2025 10:02 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","Platform","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","09/19/2025 05:50 AM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F787106: 25.4: GCIP Test Automation","False","AXP PI 25.4","","","","40.0","0 Defined, 0 In-Progress, 2 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5995026","Build for Sandbox Cancellation functionality","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","0","3.0","Accepted","AXP 25.4.17","AS A Compliance Analyst/ManagerI WANT TO complete the Build for Sandbox cancellation functionalitySO THAT the sandbox cancellation take place correctly.  ","Build for Sandbox Cancellation functionality","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","08/06/2025 10:25 AM MST","09/15/2025 07:29 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","1","","","","False","","Accepted","False","","09/01/2025 10:44 PM MST","","","Sandbox Cancellation Functionality","09/14/2025 03:53 PM MST","10/16/2025 10:01 AM MST","","","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","False","AXP PI 25.4","","","","30.0","0 Defined, 0 In-Progress, 4 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 1 Pass","0.0","1",""
"US5994998","Build for publishing Sandbox Completion and Acknowledgement event","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","0","3.0","Accepted","AXP 25.4.16","AS A Compliance Analyst/ManagerI WANT TO complete the Build for Sandbox completion eventSO THAT the sandbox completion information can be communicated on time.  ","Build for publishing Sandbox Completion event","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","08/06/2025 10:21 AM MST","09/01/2025 07:28 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","1","","","","False","","Accepted","False","","08/19/2025 10:03 PM MST","","","Sandbox Acknowledge and Completion Events","08/31/2025 08:48 PM MST","10/16/2025 10:01 AM MST","","","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","False","AXP PI 25.4","","","","30.0","0 Defined, 0 In-Progress, 3 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 1 Pass","0.0","1",""
"US6027255","Discovery & POC : DVT for Data Test Automation Framework","","Feature F787106: 25.4: GCIP Test Automation","0","3.0","Accepted","AXP 25.4.17","AS A Compliance Analyst/ManagerI WANT TO complete the Discovery & POC : DVT for Data Test Automation FrameworkSO THAT testing can be done with accurate benchmarks ","Discovery & POC : DVT for Data Test Automation Framework ","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","08/13/2025 10:31 PM MST","09/15/2025 07:29 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","Platform","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","09/04/2025 01:35 AM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F787106: 25.4: GCIP Test Automation","False","AXP PI 25.4","","","","48.0","0 Defined, 0 In-Progress, 3 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US6027186","E2E Testing using GHA workflow for CRR data automation framework","","Feature F787106: 25.4: GCIP Test Automation","0","5.0","Accepted","AXP 25.4.20 IP","AS A Compliance Analyst/ManagerI WANT TO complete the E2E Testing using GHA workflow for CRR data automation frameworkSO THAT testing can be done with accurate benchmarks ","E2E Testing using GHA workflow for CRR data automation framework","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","08/13/2025 10:19 PM MST","10/27/2025 10:40 PM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","Platform","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","10/12/2025 09:34 PM MST","","","","","10/27/2025 10:40 PM MST","","","","Feature F787106: 25.4: GCIP Test Automation","False","AXP PI 25.4","","","","42.0","0 Defined, 0 In-Progress, 4 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US6027182","Golden Test Data preparation based on PoD data","","Feature F787106: 25.4: GCIP Test Automation","0","3.0","Accepted","AXP 25.4.19","AS A Compliance Analyst/ManagerI WANT TO complete the Golden Test Data preparation based on PoD dataSO THAT testing can be done with accurate benchmarks ","Golden Test Data preparation based on PoD data","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","08/13/2025 10:15 PM MST","10/13/2025 10:13 PM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","Platform","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","10/08/2025 09:40 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F787106: 25.4: GCIP Test Automation","False","AXP PI 25.4","","","","24.0","0 Defined, 0 In-Progress, 2 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5995098","Enhancement & Unit Testing for Sandbox Cancellation functionality","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","0","3.0","Accepted","AXP 25.4.18","AS A Compliance Analyst/ManagerI WANT TO complete the Testing for Sandbox Cancellation functionalitySO THAT the testing for sandbox cancellation is completed  ","Testing for Sandbox Cancellation functionality","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","08/06/2025 10:37 AM MST","09/29/2025 10:02 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","1","","","","False","","Accepted","False","","09/16/2025 09:46 PM MST","","","Enhancements of Cancellation Functionality","09/24/2025 10:28 PM MST","10/16/2025 10:01 AM MST","","","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","False","AXP PI 25.4","","","","24.0","0 Defined, 0 In-Progress, 3 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 1 Pass","0.0","1",""
"US5995067","Build : Multiple Sandbox Parallel Execution Run","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","0","3.0","Accepted","AXP 25.4.18","AS A Compliance Analyst/ManagerI WANT TO complete the build for Multiple Sandbox Parallel Execution RunSO THAT the feasibility for running multiple parallel sandboxes is tested  ","Build Complete for Multiple Sandbox Parallel Execution Run","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","08/06/2025 10:32 AM MST","09/29/2025 10:02 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","1","","","","False","","Accepted","False","","09/21/2025 11:40 PM MST","","","Multiple Parallel Sandbox Execution","09/24/2025 10:26 PM MST","10/16/2025 10:01 AM MST","","","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","False","AXP PI 25.4","","","","24.0","0 Defined, 0 In-Progress, 3 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 1 Pass","0.0","1",""
"US5994975","E2E Sandbox Integration","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","0","5.0","Accepted","AXP 25.4.19","AS A Compliance Analyst/ManagerI WANT TO end to end Integration of the Sandbox in E1 with Mock DataSO THAT the first Sandbox can be run successfully in the POA  ","E2E Sandbox Integration","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","08/06/2025 10:19 AM MST","10/13/2025 10:13 PM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","1","","","","False","","Accepted","False","","09/29/2025 09:43 PM MST","","","E2E Sandbox Integration","10/13/2025 12:31 AM MST","10/16/2025 10:01 AM MST","","","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","False","AXP PI 25.4","","","","48.0","0 Defined, 0 In-Progress, 3 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 1 Pass","0.0","1",""
"US5970563","Data Extraction Logic for Account Add Char","","Feature F762606: CRR - Sync Back data from POD to POA Cadence (Build, Test & Deploy) E2","0","3.0","Accepted","AXP 25.4.17","Data Extraction Logic for Account Add Char","Data Extraction Logic for Account Add Char","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","07/30/2025 11:25 PM MST","09/15/2025 07:29 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","09/01/2025 09:38 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F762606: CRR - Sync Back data from POD to POA Cadence (Build, Test & Deploy) E2","False","AXP PI 25.4","","","","21.0","0 Defined, 0 In-Progress, 2 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5970549","Data Extraction Logic for HRO/ARF","","Feature F762606: CRR - Sync Back data from POD to POA Cadence (Build, Test & Deploy) E2","0","5.0","Accepted","AXP 25.4.16","Data Extraction Logic for HRO/ARF","Data Extraction Logic for HRO/ARF","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","07/30/2025 11:19 PM MST","09/01/2025 07:33 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","08/18/2025 09:37 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F762606: CRR - Sync Back data from POD to POA Cadence (Build, Test & Deploy) E2","False","AXP PI 25.4","","","","41.0","0 Defined, 0 In-Progress, 3 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5970553","Data Extraction Logic for Party Add Char","","Feature F762606: CRR - Sync Back data from POD to POA Cadence (Build, Test & Deploy) E2","0","3.0","Accepted","AXP 25.4.17","Data Extraction Logic for Party Add Char","Data Extraction Logic for Party Add Char","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","07/30/2025 11:19 PM MST","09/15/2025 07:29 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","09/01/2025 09:38 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F762606: CRR - Sync Back data from POD to POA Cadence (Build, Test & Deploy) E2","False","AXP PI 25.4","","","","21.0","0 Defined, 0 In-Progress, 2 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5970565","E2 Migration for Account Add Char","","Feature F762606: CRR - Sync Back data from POD to POA Cadence (Build, Test & Deploy) E2","0","3.0","Accepted","AXP 25.4.19","E2 Migration for Account Add Char","E2 Migration for Account Add Char","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","07/30/2025 11:25 PM MST","10/13/2025 10:12 PM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","09/30/2025 11:29 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F762606: CRR - Sync Back data from POD to POA Cadence (Build, Test & Deploy) E2","False","AXP PI 25.4","","","","22.0","0 Defined, 0 In-Progress, 3 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5970554","E2 Migration for HRO/ARF","","Feature F762606: CRR - Sync Back data from POD to POA Cadence (Build, Test & Deploy) E2","0","2.0","Accepted","AXP 25.4.18","E2 Migration for HRO/ARF","E2 Migration for HRO/ARF","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","07/30/2025 11:20 PM MST","09/29/2025 10:02 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","09/23/2025 08:16 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F762606: CRR - Sync Back data from POD to POA Cadence (Build, Test & Deploy) E2","False","AXP PI 25.4","","","","25.0","0 Defined, 0 In-Progress, 3 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5997834","E2E SIT Testing for Sandbox","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","0","5.0","Accepted","AXP 25.4.20 IP","E2E SIT Testing for Sandbox","E2E SIT Testing for Sandbox","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","08/07/2025 01:10 AM MST","10/27/2025 03:45 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","5","","","","False","","Accepted","False","","10/23/2025 04:13 AM MST","","","E1","10/24/2025 10:06 AM MST","10/27/2025 03:45 AM MST","","","","Feature F716861: CRR - Calculate CRR in Sandbox & Simulation in E1","False","AXP PI 25.4","","","","3.0","0 Defined, 0 In-Progress, 1 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 5 Pass","0.0","5",""
"US5970562","Lumi Pipeline creation for Account Add Char","","Feature F762606: CRR - Sync Back data from POD to POA Cadence (Build, Test & Deploy) E2","0","1.0","Accepted","AXP 25.4.18","Lumi Pipeline creation for Account Add Char","Lumi Pipeline creation for Account Add Char","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","07/30/2025 11:25 PM MST","09/29/2025 10:02 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","09/15/2025 09:10 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F762606: CRR - Sync Back data from POD to POA Cadence (Build, Test & Deploy) E2","False","AXP PI 25.4","","","","8.0","0 Defined, 0 In-Progress, 1 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
"US5970548","Lumi Pipeline creation for HRO/ARF","Lumi Pipeline creation for HRO/ARF","Feature F762606: CRR - Sync Back data from POD to POA Cadence (Build, Test & Deploy) E2","0","1.0","Accepted","AXP 25.4.16","Lumi Pipeline creation for HRO/ARF","Lumi Pipeline creation for HRO/ARF","Satvik Jain","E_SLPM_ST16_CRR Rule Execution","07/30/2025 11:18 PM MST","09/01/2025 07:32 AM MST","","","False","","#21a2e0","","Satvik Jain","","","","CRR","","0 Submitted, 0 Open, 0 Fixed, 0 Closed, 0 Blocked","0","0","0","0","","","","False","","Accepted","False","","08/18/2025 09:24 PM MST","","","","","10/16/2025 10:01 AM MST","","","","Feature F762606: CRR - Sync Back data from POD to POA Cadence (Build, Test & Deploy) E2","False","AXP PI 25.4","","","","9.0","0 Defined, 0 In-Progress, 2 Completed, 0 Blocked","0 None Run, 0 Blocked, 0 Error, 0 Fail, 0 Inconclusive, 0 Pass","0.0","0",""
